5/10/2023;Guerreiro;Ganhou;MortoVivo;5
5/10/2023;Guerreiro;Ganhou;MortoVivo;8
5/10/2023;Paladino;Perdeu;Orc;8
6/10/2023;Barbaro;Perdeu;Orc;3
6/10/2023;Guerreiro;Ganhou;Orc;3
